# Windows: CP932, iconv: SHIFT_JIS
入力コード	入力バイト列(16進)	Windows_CP932:デコード成功	Windows_CP932:Unicodeコードポイント	Windows_CP932:文字	Windows_CP932:元に戻る	Windows_CP932:再エンコード結果(16進)	iconv:デコード成功	iconv:Unicodeコードポイント	iconv:文字	iconv:元に戻る	iconv:再エンコード結果(16進)	iconv→Windows_CP932:エンコード可能	iconv→Windows_CP932:元に戻る	iconv→Windows_CP932:再エンコード結果(16進)	差分フラグ(ビット値)	差分内容
0xE3B3	E3 B3	1	0x00007F8C	羌	1	E3 B3	1	0x00007F8C	羌	1	E3 B3	1	1	E3 B3	0	差分なし
0xE3B4	E3 B4	1	0x00007F94	羔	1	E3 B4	1	0x00007F94	羔	1	E3 B4	1	1	E3 B4	0	差分なし
0xE3B5	E3 B5	1	0x00007F9E	羞	1	E3 B5	1	0x00007F9E	羞	1	E3 B5	1	1	E3 B5	0	差分なし
0xE3B6	E3 B6	1	0x00007F9D	羝	1	E3 B6	1	0x00007F9D	羝	1	E3 B6	1	1	E3 B6	0	差分なし
0xE3B7	E3 B7	1	0x00007F9A	羚	1	E3 B7	1	0x00007F9A	羚	1	E3 B7	1	1	E3 B7	0	差分なし
0xE3B8	E3 B8	1	0x00007FA3	羣	1	E3 B8	1	0x00007FA3	羣	1	E3 B8	1	1	E3 B8	0	差分なし
0xE3B9	E3 B9	1	0x00007FAF	羯	1	E3 B9	1	0x00007FAF	羯	1	E3 B9	1	1	E3 B9	0	差分なし
0xE3BA	E3 BA	1	0x00007FB2	羲	1	E3 BA	1	0x00007FB2	羲	1	E3 BA	1	1	E3 BA	0	差分なし
0xE3BB	E3 BB	1	0x00007FB9	羹	1	E3 BB	1	0x00007FB9	羹	1	E3 BB	1	1	E3 BB	0	差分なし
0xE3BC	E3 BC	1	0x00007FAE	羮	1	E3 BC	1	0x00007FAE	羮	1	E3 BC	1	1	E3 BC	0	差分なし
0xE3BD	E3 BD	1	0x00007FB6	羶	1	E3 BD	1	0x00007FB6	羶	1	E3 BD	1	1	E3 BD	0	差分なし
0xE3BE	E3 BE	1	0x00007FB8	羸	1	E3 BE	1	0x00007FB8	羸	1	E3 BE	1	1	E3 BE	0	差分なし
0xE3BF	E3 BF	1	0x00008B71	譱	1	E3 BF	1	0x00008B71	譱	1	E3 BF	1	1	E3 BF	0	差分なし
0xE3C0	E3 C0	1	0x00007FC5	翅	1	E3 C0	1	0x00007FC5	翅	1	E3 C0	1	1	E3 C0	0	差分なし
0xE3C1	E3 C1	1	0x00007FC6	翆	1	E3 C1	1	0x00007FC6	翆	1	E3 C1	1	1	E3 C1	0	差分なし
0xE3C2	E3 C2	1	0x00007FCA	翊	1	E3 C2	1	0x00007FCA	翊	1	E3 C2	1	1	E3 C2	0	差分なし
0xE3C3	E3 C3	1	0x00007FD5	翕	1	E3 C3	1	0x00007FD5	翕	1	E3 C3	1	1	E3 C3	0	差分なし
0xE3C4	E3 C4	1	0x00007FD4	翔	1	E3 C4	1	0x00007FD4	翔	1	E3 C4	1	1	E3 C4	0	差分なし
0xE3C5	E3 C5	1	0x00007FE1	翡	1	E3 C5	1	0x00007FE1	翡	1	E3 C5	1	1	E3 C5	0	差分なし
0xE3C6	E3 C6	1	0x00007FE6	翦	1	E3 C6	1	0x00007FE6	翦	1	E3 C6	1	1	E3 C6	0	差分なし
0xE3C7	E3 C7	1	0x00007FE9	翩	1	E3 C7	1	0x00007FE9	翩	1	E3 C7	1	1	E3 C7	0	差分なし
0xE3C8	E3 C8	1	0x00007FF3	翳	1	E3 C8	1	0x00007FF3	翳	1	E3 C8	1	1	E3 C8	0	差分なし
0xE3C9	E3 C9	1	0x00007FF9	翹	1	E3 C9	1	0x00007FF9	翹	1	E3 C9	1	1	E3 C9	0	差分なし
0xE3CA	E3 CA	1	0x000098DC	飜	1	E3 CA	1	0x000098DC	飜	1	E3 CA	1	1	E3 CA	0	差分なし
0xE3CB	E3 CB	1	0x00008006	耆	1	E3 CB	1	0x00008006	耆	1	E3 CB	1	1	E3 CB	0	差分なし
0xE3CC	E3 CC	1	0x00008004	耄	1	E3 CC	1	0x00008004	耄	1	E3 CC	1	1	E3 CC	0	差分なし
0xE3CD	E3 CD	1	0x0000800B	耋	1	E3 CD	1	0x0000800B	耋	1	E3 CD	1	1	E3 CD	0	差分なし
0xE3CE	E3 CE	1	0x00008012	耒	1	E3 CE	1	0x00008012	耒	1	E3 CE	1	1	E3 CE	0	差分なし
0xE3CF	E3 CF	1	0x00008018	耘	1	E3 CF	1	0x00008018	耘	1	E3 CF	1	1	E3 CF	0	差分なし
0xE3D0	E3 D0	1	0x00008019	耙	1	E3 D0	1	0x00008019	耙	1	E3 D0	1	1	E3 D0	0	差分なし
0xE3D1	E3 D1	1	0x0000801C	耜	1	E3 D1	1	0x0000801C	耜	1	E3 D1	1	1	E3 D1	0	差分なし
0xE3D2	E3 D2	1	0x00008021	耡	1	E3 D2	1	0x00008021	耡	1	E3 D2	1	1	E3 D2	0	差分なし
0xE3D3	E3 D3	1	0x00008028	耨	1	E3 D3	1	0x00008028	耨	1	E3 D3	1	1	E3 D3	0	差分なし
0xE3D4	E3 D4	1	0x0000803F	耿	1	E3 D4	1	0x0000803F	耿	1	E3 D4	1	1	E3 D4	0	差分なし
0xE3D5	E3 D5	1	0x0000803B	耻	1	E3 D5	1	0x0000803B	耻	1	E3 D5	1	1	E3 D5	0	差分なし
0xE3D6	E3 D6	1	0x0000804A	聊	1	E3 D6	1	0x0000804A	聊	1	E3 D6	1	1	E3 D6	0	差分なし
0xE3D7	E3 D7	1	0x00008046	聆	1	E3 D7	1	0x00008046	聆	1	E3 D7	1	1	E3 D7	0	差分なし
0xE3D8	E3 D8	1	0x00008052	聒	1	E3 D8	1	0x00008052	聒	1	E3 D8	1	1	E3 D8	0	差分なし
0xE3D9	E3 D9	1	0x00008058	聘	1	E3 D9	1	0x00008058	聘	1	E3 D9	1	1	E3 D9	0	差分なし
0xE3DA	E3 DA	1	0x0000805A	聚	1	E3 DA	1	0x0000805A	聚	1	E3 DA	1	1	E3 DA	0	差分なし
0xE3DB	E3 DB	1	0x0000805F	聟	1	E3 DB	1	0x0000805F	聟	1	E3 DB	1	1	E3 DB	0	差分なし
0xE3DC	E3 DC	1	0x00008062	聢	1	E3 DC	1	0x00008062	聢	1	E3 DC	1	1	E3 DC	0	差分なし
0xE3DD	E3 DD	1	0x00008068	聨	1	E3 DD	1	0x00008068	聨	1	E3 DD	1	1	E3 DD	0	差分なし
0xE3DE	E3 DE	1	0x00008073	聳	1	E3 DE	1	0x00008073	聳	1	E3 DE	1	1	E3 DE	0	差分なし
0xE3DF	E3 DF	1	0x00008072	聲	1	E3 DF	1	0x00008072	聲	1	E3 DF	1	1	E3 DF	0	差分なし
0xE3E0	E3 E0	1	0x00008070	聰	1	E3 E0	1	0x00008070	聰	1	E3 E0	1	1	E3 E0	0	差分なし
0xE3E1	E3 E1	1	0x00008076	聶	1	E3 E1	1	0x00008076	聶	1	E3 E1	1	1	E3 E1	0	差分なし
0xE3E2	E3 E2	1	0x00008079	聹	1	E3 E2	1	0x00008079	聹	1	E3 E2	1	1	E3 E2	0	差分なし
0xE3E3	E3 E3	1	0x0000807D	聽	1	E3 E3	1	0x0000807D	聽	1	E3 E3	1	1	E3 E3	0	差分なし
0xE3E4	E3 E4	1	0x0000807F	聿	1	E3 E4	1	0x0000807F	聿	1	E3 E4	1	1	E3 E4	0	差分なし
0xE3E5	E3 E5	1	0x00008084	肄	1	E3 E5	1	0x00008084	肄	1	E3 E5	1	1	E3 E5	0	差分なし
0xE3E6	E3 E6	1	0x00008086	肆	1	E3 E6	1	0x00008086	肆	1	E3 E6	1	1	E3 E6	0	差分なし
0xE3E7	E3 E7	1	0x00008085	肅	1	E3 E7	1	0x00008085	肅	1	E3 E7	1	1	E3 E7	0	差分なし
0xE3E8	E3 E8	1	0x0000809B	肛	1	E3 E8	1	0x0000809B	肛	1	E3 E8	1	1	E3 E8	0	差分なし
0xE3E9	E3 E9	1	0x00008093	肓	1	E3 E9	1	0x00008093	肓	1	E3 E9	1	1	E3 E9	0	差分なし
0xE3EA	E3 EA	1	0x0000809A	肚	1	E3 EA	1	0x0000809A	肚	1	E3 EA	1	1	E3 EA	0	差分なし
0xE3EB	E3 EB	1	0x000080AD	肭	1	E3 EB	1	0x000080AD	肭	1	E3 EB	1	1	E3 EB	0	差分なし
0xE3EC	E3 EC	1	0x00005190	冐	1	E3 EC	1	0x00005190	冐	1	E3 EC	1	1	E3 EC	0	差分なし
0xE3ED	E3 ED	1	0x000080AC	肬	1	E3 ED	1	0x000080AC	肬	1	E3 ED	1	1	E3 ED	0	差分なし
0xE3EE	E3 EE	1	0x000080DB	胛	1	E3 EE	1	0x000080DB	胛	1	E3 EE	1	1	E3 EE	0	差分なし
0xE3EF	E3 EF	1	0x000080E5	胥	1	E3 EF	1	0x000080E5	胥	1	E3 EF	1	1	E3 EF	0	差分なし
0xE3F0	E3 F0	1	0x000080D9	胙	1	E3 F0	1	0x000080D9	胙	1	E3 F0	1	1	E3 F0	0	差分なし
0xE3F1	E3 F1	1	0x000080DD	胝	1	E3 F1	1	0x000080DD	胝	1	E3 F1	1	1	E3 F1	0	差分なし
0xE3F2	E3 F2	1	0x000080C4	胄	1	E3 F2	1	0x000080C4	胄	1	E3 F2	1	1	E3 F2	0	差分なし
0xE3F3	E3 F3	1	0x000080DA	胚	1	E3 F3	1	0x000080DA	胚	1	E3 F3	1	1	E3 F3	0	差分なし
0xE3F4	E3 F4	1	0x000080D6	胖	1	E3 F4	1	0x000080D6	胖	1	E3 F4	1	1	E3 F4	0	差分なし
0xE3F5	E3 F5	1	0x00008109	脉	1	E3 F5	1	0x00008109	脉	1	E3 F5	1	1	E3 F5	0	差分なし
0xE3F6	E3 F6	1	0x000080EF	胯	1	E3 F6	1	0x000080EF	胯	1	E3 F6	1	1	E3 F6	0	差分なし
0xE3F7	E3 F7	1	0x000080F1	胱	1	E3 F7	1	0x000080F1	胱	1	E3 F7	1	1	E3 F7	0	差分なし
0xE3F8	E3 F8	1	0x0000811B	脛	1	E3 F8	1	0x0000811B	脛	1	E3 F8	1	1	E3 F8	0	差分なし
0xE3F9	E3 F9	1	0x00008129	脩	1	E3 F9	1	0x00008129	脩	1	E3 F9	1	1	E3 F9	0	差分なし
0xE3FA	E3 FA	1	0x00008123	脣	1	E3 FA	1	0x00008123	脣	1	E3 FA	1	1	E3 FA	0	差分なし
0xE3FB	E3 FB	1	0x0000812F	脯	1	E3 FB	1	0x0000812F	脯	1	E3 FB	1	1	E3 FB	0	差分なし
0xE3FC	E3 FC	1	0x0000814B	腋	1	E3 FC	1	0x0000814B	腋	1	E3 FC	1	1	E3 FC	0	差分なし
0xE440	E4 40	1	0x0000968B	隋	1	E4 40	1	0x0000968B	隋	1	E4 40	1	1	E4 40	0	差分なし
0xE441	E4 41	1	0x00008146	腆	1	E4 41	1	0x00008146	腆	1	E4 41	1	1	E4 41	0	差分なし
0xE442	E4 42	1	0x0000813E	脾	1	E4 42	1	0x0000813E	脾	1	E4 42	1	1	E4 42	0	差分なし
0xE443	E4 43	1	0x00008153	腓	1	E4 43	1	0x00008153	腓	1	E4 43	1	1	E4 43	0	差分なし
0xE444	E4 44	1	0x00008151	腑	1	E4 44	1	0x00008151	腑	1	E4 44	1	1	E4 44	0	差分なし
0xE445	E4 45	1	0x000080FC	胼	1	E4 45	1	0x000080FC	胼	1	E4 45	1	1	E4 45	0	差分なし
0xE446	E4 46	1	0x00008171	腱	1	E4 46	1	0x00008171	腱	1	E4 46	1	1	E4 46	0	差分なし
0xE447	E4 47	1	0x0000816E	腮	1	E4 47	1	0x0000816E	腮	1	E4 47	1	1	E4 47	0	差分なし
0xE448	E4 48	1	0x00008165	腥	1	E4 48	1	0x00008165	腥	1	E4 48	1	1	E4 48	0	差分なし
0xE449	E4 49	1	0x00008166	腦	1	E4 49	1	0x00008166	腦	1	E4 49	1	1	E4 49	0	差分なし
0xE44A	E4 4A	1	0x00008174	腴	1	E4 4A	1	0x00008174	腴	1	E4 4A	1	1	E4 4A	0	差分なし
0xE44B	E4 4B	1	0x00008183	膃	1	E4 4B	1	0x00008183	膃	1	E4 4B	1	1	E4 4B	0	差分なし
0xE44C	E4 4C	1	0x00008188	膈	1	E4 4C	1	0x00008188	膈	1	E4 4C	1	1	E4 4C	0	差分なし
0xE44D	E4 4D	1	0x0000818A	膊	1	E4 4D	1	0x0000818A	膊	1	E4 4D	1	1	E4 4D	0	差分なし
0xE44E	E4 4E	1	0x00008180	膀	1	E4 4E	1	0x00008180	膀	1	E4 4E	1	1	E4 4E	0	差分なし
0xE44F	E4 4F	1	0x00008182	膂	1	E4 4F	1	0x00008182	膂	1	E4 4F	1	1	E4 4F	0	差分なし
0xE450	E4 50	1	0x000081A0	膠	1	E4 50	1	0x000081A0	膠	1	E4 50	1	1	E4 50	0	差分なし
0xE451	E4 51	1	0x00008195	膕	1	E4 51	1	0x00008195	膕	1	E4 51	1	1	E4 51	0	差分なし
0xE452	E4 52	1	0x000081A4	膤	1	E4 52	1	0x000081A4	膤	1	E4 52	1	1	E4 52	0	差分なし
0xE453	E4 53	1	0x000081A3	膣	1	E4 53	1	0x000081A3	膣	1	E4 53	1	1	E4 53	0	差分なし
0xE454	E4 54	1	0x0000815F	腟	1	E4 54	1	0x0000815F	腟	1	E4 54	1	1	E4 54	0	差分なし
0xE455	E4 55	1	0x00008193	膓	1	E4 55	1	0x00008193	膓	1	E4 55	1	1	E4 55	0	差分なし
0xE456	E4 56	1	0x000081A9	膩	1	E4 56	1	0x000081A9	膩	1	E4 56	1	1	E4 56	0	差分なし
0xE457	E4 57	1	0x000081B0	膰	1	E4 57	1	0x000081B0	膰	1	E4 57	1	1	E4 57	0	差分なし
0xE458	E4 58	1	0x000081B5	膵	1	E4 58	1	0x000081B5	膵	1	E4 58	1	1	E4 58	0	差分なし
0xE459	E4 59	1	0x000081BE	膾	1	E4 59	1	0x000081BE	膾	1	E4 59	1	1	E4 59	0	差分なし
0xE45A	E4 5A	1	0x000081B8	膸	1	E4 5A	1	0x000081B8	膸	1	E4 5A	1	1	E4 5A	0	差分なし
0xE45B	E4 5B	1	0x000081BD	膽	1	E4 5B	1	0x000081BD	膽	1	E4 5B	1	1	E4 5B	0	差分なし
0xE45C	E4 5C	1	0x000081C0	臀	1	E4 5C	1	0x000081C0	臀	1	E4 5C	1	1	E4 5C	0	差分なし
0xE45D	E4 5D	1	0x000081C2	臂	1	E4 5D	1	0x000081C2	臂	1	E4 5D	1	1	E4 5D	0	差分なし
0xE45E	E4 5E	1	0x000081BA	膺	1	E4 5E	1	0x000081BA	膺	1	E4 5E	1	1	E4 5E	0	差分なし
0xE45F	E4 5F	1	0x000081C9	臉	1	E4 5F	1	0x000081C9	臉	1	E4 5F	1	1	E4 5F	0	差分なし
0xE460	E4 60	1	0x000081CD	臍	1	E4 60	1	0x000081CD	臍	1	E4 60	1	1	E4 60	0	差分なし
0xE461	E4 61	1	0x000081D1	臑	1	E4 61	1	0x000081D1	臑	1	E4 61	1	1	E4 61	0	差分なし
0xE462	E4 62	1	0x000081D9	臙	1	E4 62	1	0x000081D9	臙	1	E4 62	1	1	E4 62	0	差分なし
0xE463	E4 63	1	0x000081D8	臘	1	E4 63	1	0x000081D8	臘	1	E4 63	1	1	E4 63	0	差分なし
0xE464	E4 64	1	0x000081C8	臈	1	E4 64	1	0x000081C8	臈	1	E4 64	1	1	E4 64	0	差分なし
0xE465	E4 65	1	0x000081DA	臚	1	E4 65	1	0x000081DA	臚	1	E4 65	1	1	E4 65	0	差分なし
0xE466	E4 66	1	0x000081DF	臟	1	E4 66	1	0x000081DF	臟	1	E4 66	1	1	E4 66	0	差分なし
0xE467	E4 67	1	0x000081E0	臠	1	E4 67	1	0x000081E0	臠	1	E4 67	1	1	E4 67	0	差分なし
0xE468	E4 68	1	0x000081E7	臧	1	E4 68	1	0x000081E7	臧	1	E4 68	1	1	E4 68	0	差分なし
0xE469	E4 69	1	0x000081FA	臺	1	E4 69	1	0x000081FA	臺	1	E4 69	1	1	E4 69	0	差分なし
0xE46A	E4 6A	1	0x000081FB	臻	1	E4 6A	1	0x000081FB	臻	1	E4 6A	1	1	E4 6A	0	差分なし
0xE46B	E4 6B	1	0x000081FE	臾	1	E4 6B	1	0x000081FE	臾	1	E4 6B	1	1	E4 6B	0	差分なし
0xE46C	E4 6C	1	0x00008201	舁	1	E4 6C	1	0x00008201	舁	1	E4 6C	1	1	E4 6C	0	差分なし
0xE46D	E4 6D	1	0x00008202	舂	1	E4 6D	1	0x00008202	舂	1	E4 6D	1	1	E4 6D	0	差分なし
0xE46E	E4 6E	1	0x00008205	舅	1	E4 6E	1	0x00008205	舅	1	E4 6E	1	1	E4 6E	0	差分なし
0xE46F	E4 6F	1	0x00008207	與	1	E4 6F	1	0x00008207	與	1	E4 6F	1	1	E4 6F	0	差分なし
0xE470	E4 70	1	0x0000820A	舊	1	E4 70	1	0x0000820A	舊	1	E4 70	1	1	E4 70	0	差分なし
0xE471	E4 71	1	0x0000820D	舍	1	E4 71	1	0x0000820D	舍	1	E4 71	1	1	E4 71	0	差分なし
0xE472	E4 72	1	0x00008210	舐	1	E4 72	1	0x00008210	舐	1	E4 72	1	1	E4 72	0	差分なし
0xE473	E4 73	1	0x00008216	舖	1	E4 73	1	0x00008216	舖	1	E4 73	1	1	E4 73	0	差分なし
0xE474	E4 74	1	0x00008229	舩	1	E4 74	1	0x00008229	舩	1	E4 74	1	1	E4 74	0	差分なし
0xE475	E4 75	1	0x0000822B	舫	1	E4 75	1	0x0000822B	舫	1	E4 75	1	1	E4 75	0	差分なし
0xE476	E4 76	1	0x00008238	舸	1	E4 76	1	0x00008238	舸	1	E4 76	1	1	E4 76	0	差分なし
0xE477	E4 77	1	0x00008233	舳	1	E4 77	1	0x00008233	舳	1	E4 77	1	1	E4 77	0	差分なし
0xE478	E4 78	1	0x00008240	艀	1	E4 78	1	0x00008240	艀	1	E4 78	1	1	E4 78	0	差分なし
0xE479	E4 79	1	0x00008259	艙	1	E4 79	1	0x00008259	艙	1	E4 79	1	1	E4 79	0	差分なし
0xE47A	E4 7A	1	0x00008258	艘	1	E4 7A	1	0x00008258	艘	1	E4 7A	1	1	E4 7A	0	差分なし
0xE47B	E4 7B	1	0x0000825D	艝	1	E4 7B	1	0x0000825D	艝	1	E4 7B	1	1	E4 7B	0	差分なし
0xE47C	E4 7C	1	0x0000825A	艚	1	E4 7C	1	0x0000825A	艚	1	E4 7C	1	1	E4 7C	0	差分なし
0xE47D	E4 7D	1	0x0000825F	艟	1	E4 7D	1	0x0000825F	艟	1	E4 7D	1	1	E4 7D	0	差分なし
0xE47E	E4 7E	1	0x00008264	艤	1	E4 7E	1	0x00008264	艤	1	E4 7E	1	1	E4 7E	0	差分なし
0xE480	E4 80	1	0x00008262	艢	1	E4 80	1	0x00008262	艢	1	E4 80	1	1	E4 80	0	差分なし
0xE481	E4 81	1	0x00008268	艨	1	E4 81	1	0x00008268	艨	1	E4 81	1	1	E4 81	0	差分なし
0xE482	E4 82	1	0x0000826A	艪	1	E4 82	1	0x0000826A	艪	1	E4 82	1	1	E4 82	0	差分なし
0xE483	E4 83	1	0x0000826B	艫	1	E4 83	1	0x0000826B	艫	1	E4 83	1	1	E4 83	0	差分なし
0xE484	E4 84	1	0x0000822E	舮	1	E4 84	1	0x0000822E	舮	1	E4 84	1	1	E4 84	0	差分なし
0xE485	E4 85	1	0x00008271	艱	1	E4 85	1	0x00008271	艱	1	E4 85	1	1	E4 85	0	差分なし
0xE486	E4 86	1	0x00008277	艷	1	E4 86	1	0x00008277	艷	1	E4 86	1	1	E4 86	0	差分なし
0xE487	E4 87	1	0x00008278	艸	1	E4 87	1	0x00008278	艸	1	E4 87	1	1	E4 87	0	差分なし
0xE488	E4 88	1	0x0000827E	艾	1	E4 88	1	0x0000827E	艾	1	E4 88	1	1	E4 88	0	差分なし
0xE489	E4 89	1	0x0000828D	芍	1	E4 89	1	0x0000828D	芍	1	E4 89	1	1	E4 89	0	差分なし
0xE48A	E4 8A	1	0x00008292	芒	1	E4 8A	1	0x00008292	芒	1	E4 8A	1	1	E4 8A	0	差分なし
0xE48B	E4 8B	1	0x000082AB	芫	1	E4 8B	1	0x000082AB	芫	1	E4 8B	1	1	E4 8B	0	差分なし
0xE48C	E4 8C	1	0x0000829F	芟	1	E4 8C	1	0x0000829F	芟	1	E4 8C	1	1	E4 8C	0	差分なし
0xE48D	E4 8D	1	0x000082BB	芻	1	E4 8D	1	0x000082BB	芻	1	E4 8D	1	1	E4 8D	0	差分なし
0xE48E	E4 8E	1	0x000082AC	芬	1	E4 8E	1	0x000082AC	芬	1	E4 8E	1	1	E4 8E	0	差分なし
0xE48F	E4 8F	1	0x000082E1	苡	1	E4 8F	1	0x000082E1	苡	1	E4 8F	1	1	E4 8F	0	差分なし
0xE490	E4 90	1	0x000082E3	苣	1	E4 90	1	0x000082E3	苣	1	E4 90	1	1	E4 90	0	差分なし
0xE491	E4 91	1	0x000082DF	苟	1	E4 91	1	0x000082DF	苟	1	E4 91	1	1	E4 91	0	差分なし
0xE492	E4 92	1	0x000082D2	苒	1	E4 92	1	0x000082D2	苒	1	E4 92	1	1	E4 92	0	差分なし
0xE493	E4 93	1	0x000082F4	苴	1	E4 93	1	0x000082F4	苴	1	E4 93	1	1	E4 93	0	差分なし
0xE494	E4 94	1	0x000082F3	苳	1	E4 94	1	0x000082F3	苳	1	E4 94	1	1	E4 94	0	差分なし
0xE495	E4 95	1	0x000082FA	苺	1	E4 95	1	0x000082FA	苺	1	E4 95	1	1	E4 95	0	差分なし
0xE496	E4 96	1	0x00008393	莓	1	E4 96	1	0x00008393	莓	1	E4 96	1	1	E4 96	0	差分なし
0xE497	E4 97	1	0x00008303	范	1	E4 97	1	0x00008303	范	1	E4 97	1	1	E4 97	0	差分なし
0xE498	E4 98	1	0x000082FB	苻	1	E4 98	1	0x000082FB	苻	1	E4 98	1	1	E4 98	0	差分なし
0xE499	E4 99	1	0x000082F9	苹	1	E4 99	1	0x000082F9	苹	1	E4 99	1	1	E4 99	0	差分なし
0xE49A	E4 9A	1	0x000082DE	苞	1	E4 9A	1	0x000082DE	苞	1	E4 9A	1	1	E4 9A	0	差分なし
0xE49B	E4 9B	1	0x00008306	茆	1	E4 9B	1	0x00008306	茆	1	E4 9B	1	1	E4 9B	0	差分なし
0xE49C	E4 9C	1	0x000082DC	苜	1	E4 9C	1	0x000082DC	苜	1	E4 9C	1	1	E4 9C	0	差分なし
0xE49D	E4 9D	1	0x00008309	茉	1	E4 9D	1	0x00008309	茉	1	E4 9D	1	1	E4 9D	0	差分なし
0xE49E	E4 9E	1	0x000082D9	苙	1	E4 9E	1	0x000082D9	苙	1	E4 9E	1	1	E4 9E	0	差分なし
0xE49F	E4 9F	1	0x00008335	茵	1	E4 9F	1	0x00008335	茵	1	E4 9F	1	1	E4 9F	0	差分なし
0xE4A0	E4 A0	1	0x00008334	茴	1	E4 A0	1	0x00008334	茴	1	E4 A0	1	1	E4 A0	0	差分なし
0xE4A1	E4 A1	1	0x00008316	茖	1	E4 A1	1	0x00008316	茖	1	E4 A1	1	1	E4 A1	0	差分なし
0xE4A2	E4 A2	1	0x00008332	茲	1	E4 A2	1	0x00008332	茲	1	E4 A2	1	1	E4 A2	0	差分なし
0xE4A3	E4 A3	1	0x00008331	茱	1	E4 A3	1	0x00008331	茱	1	E4 A3	1	1	E4 A3	0	差分なし
0xE4A4	E4 A4	1	0x00008340	荀	1	E4 A4	1	0x00008340	荀	1	E4 A4	1	1	E4 A4	0	差分なし
0xE4A5	E4 A5	1	0x00008339	茹	1	E4 A5	1	0x00008339	茹	1	E4 A5	1	1	E4 A5	0	差分なし
0xE4A6	E4 A6	1	0x00008350	荐	1	E4 A6	1	0x00008350	荐	1	E4 A6	1	1	E4 A6	0	差分なし
0xE4A7	E4 A7	1	0x00008345	荅	1	E4 A7	1	0x00008345	荅	1	E4 A7	1	1	E4 A7	0	差分なし
0xE4A8	E4 A8	1	0x0000832F	茯	1	E4 A8	1	0x0000832F	茯	1	E4 A8	1	1	E4 A8	0	差分なし
0xE4A9	E4 A9	1	0x0000832B	茫	1	E4 A9	1	0x0000832B	茫	1	E4 A9	1	1	E4 A9	0	差分なし
0xE4AA	E4 AA	1	0x00008317	茗	1	E4 AA	1	0x00008317	茗	1	E4 AA	1	1	E4 AA	0	差分なし
0xE4AB	E4 AB	1	0x00008318	茘	1	E4 AB	1	0x00008318	茘	1	E4 AB	1	1	E4 AB	0	差分なし
0xE4AC	E4 AC	1	0x00008385	莅	1	E4 AC	1	0x00008385	莅	1	E4 AC	1	1	E4 AC	0	差分なし
0xE4AD	E4 AD	1	0x0000839A	莚	1	E4 AD	1	0x0000839A	莚	1	E4 AD	1	1	E4 AD	0	差分なし
0xE4AE	E4 AE	1	0x000083AA	莪	1	E4 AE	1	0x000083AA	莪	1	E4 AE	1	1	E4 AE	0	差分なし
0xE4AF	E4 AF	1	0x0000839F	莟	1	E4 AF	1	0x0000839F	莟	1	E4 AF	1	1	E4 AF	0	差分なし
0xE4B0	E4 B0	1	0x000083A2	莢	1	E4 B0	1	0x000083A2	莢	1	E4 B0	1	1	E4 B0	0	差分なし
0xE4B1	E4 B1	1	0x00008396	莖	1	E4 B1	1	0x00008396	莖	1	E4 B1	1	1	E4 B1	0	差分なし
0xE4B2	E4 B2	1	0x00008323	茣	1	E4 B2	1	0x00008323	茣	1	E4 B2	1	1	E4 B2	0	差分なし
0xE4B3	E4 B3	1	0x0000838E	莎	1	E4 B3	1	0x0000838E	莎	1	E4 B3	1	1	E4 B3	0	差分なし
0xE4B4	E4 B4	1	0x00008387	莇	1	E4 B4	1	0x00008387	莇	1	E4 B4	1	1	E4 B4	0	差分なし
0xE4B5	E4 B5	1	0x0000838A	莊	1	E4 B5	1	0x0000838A	莊	1	E4 B5	1	1	E4 B5	0	差分なし
0xE4B6	E4 B6	1	0x0000837C	荼	1	E4 B6	1	0x0000837C	荼	1	E4 B6	1	1	E4 B6	0	差分なし
0xE4B7	E4 B7	1	0x000083B5	莵	1	E4 B7	1	0x000083B5	莵	1	E4 B7	1	1	E4 B7	0	差分なし
0xE4B8	E4 B8	1	0x00008373	荳	1	E4 B8	1	0x00008373	荳	1	E4 B8	1	1	E4 B8	0	差分なし
0xE4B9	E4 B9	1	0x00008375	荵	1	E4 B9	1	0x00008375	荵	1	E4 B9	1	1	E4 B9	0	差分なし
0xE4BA	E4 BA	1	0x000083A0	莠	1	E4 BA	1	0x000083A0	莠	1	E4 BA	1	1	E4 BA	0	差分なし
0xE4BB	E4 BB	1	0x00008389	莉	1	E4 BB	1	0x00008389	莉	1	E4 BB	1	1	E4 BB	0	差分なし
0xE4BC	E4 BC	1	0x000083A8	莨	1	E4 BC	1	0x000083A8	莨	1	E4 BC	1	1	E4 BC	0	差分なし
0xE4BD	E4 BD	1	0x000083F4	菴	1	E4 BD	1	0x000083F4	菴	1	E4 BD	1	1	E4 BD	0	差分なし
0xE4BE	E4 BE	1	0x00008413	萓	1	E4 BE	1	0x00008413	萓	1	E4 BE	1	1	E4 BE	0	差分なし
0xE4BF	E4 BF	1	0x000083EB	菫	1	E4 BF	1	0x000083EB	菫	1	E4 BF	1	1	E4 BF	0	差分なし
0xE4C0	E4 C0	1	0x000083CE	菎	1	E4 C0	1	0x000083CE	菎	1	E4 C0	1	1	E4 C0	0	差分なし
0xE4C1	E4 C1	1	0x000083FD	菽	1	E4 C1	1	0x000083FD	菽	1	E4 C1	1	1	E4 C1	0	差分なし
